model,d,data_degree,seed,r2,rmse,degree,time,params,rank
tt,8,1,51,1.0,1.4514888407492897e-12,2,0.09056901931762695,180,4
tt,8,1,51,1.0,3.7108475282508027e-13,3,0.1051781177520752,1224,8
tt,8,1,51,1.0,2.6970865377298752e-12,1,0.1286916732788086,216,24
poly,8,1,51,1.0,8.077128576577445e-16,2,0.14736104011535645,45,-1
tt,8,2,42,0.9994873680984083,0.08480794835687283,2,0.09125995635986328,180,4
tt,8,2,42,0.9999871189517445,0.013443406965550906,5,0.12975287437438965,2376,8
tt,8,2,42,0.9999999999944418,8.83081565865145e-06,4,0.1979236602783203,15768,24
poly,8,2,42,1.0,1.1182868218076996e-14,2,0.1468338966369629,45,-1
tt,8,2,43,0.9999722485917742,0.05400619350264207,12,0.18482232093811035,1620,4
tt,8,2,43,0.999994864107308,0.023233199717076186,3,0.10483860969543457,1224,8
tt,8,2,43,0.9999999999924576,2.815496208397064e-05,6,0.23650002479553223,26136,24
poly,8,2,43,1.0,3.068483555313329e-14,3,0.28786230087280273,165,-1
tt,8,2,44,0.99940071536685,0.08854105433503141,6,0.14296555519104004,756,4
tt,8,2,44,0.9999860092455919,0.013528470062335143,5,0.12810540199279785,2376,8
tt,8,2,44,0.9999999999895551,1.1689082700253505e-05,12,0.3110365867614746,57240,24
poly,8,2,44,1.0,2.49196971207513e-14,2,0.14724349975585938,45,-1
tt,8,2,45,0.997924835931568,0.22580090226268856,7,0.1489720344543457,900,4
tt,8,2,45,0.999997204743334,0.00828724731062701,3,0.10531735420227051,1224,8
tt,8,2,45,0.9999999999995548,3.3071909858715347e-06,13,0.31217455863952637,62424,24
poly,8,2,45,1.0,8.736353375519063e-15,2,0.14653468132019043,45,-1
tt,8,2,46,0.997095107176844,0.38261202904771446,1,0.08389902114868164,36,4
tt,8,2,46,0.9999860265598693,0.0265365971973367,2,0.09245610237121582,648,8
tt,8,2,46,0.999999999993761,1.773176461283258e-05,13,0.31383633613586426,62424,24
poly,8,2,46,1.0,1.2775945664454353e-14,2,0.14704203605651855,45,-1
tt,8,2,47,0.9983884111069655,0.21463464114787675,1,0.0793154239654541,36,4
tt,8,2,47,0.9999921567127075,0.014973445472100295,2,0.09276914596557617,648,8
tt,8,2,47,0.9999999999962891,1.0299512868756698e-05,13,0.3135356903076172,62424,24
poly,8,2,47,1.0,1.1891777046074294e-14,2,0.14676332473754883,45,-1
tt,8,2,48,0.9996107976896641,0.023204998351002044,2,0.09670448303222656,180,4
tt,8,2,48,0.9999934669814271,0.003006427833819224,7,0.15194225311279297,3528,8
tt,8,2,48,0.9999999999557179,7.827226974254634e-06,9,0.29943251609802246,41688,24
poly,8,2,48,1.0,2.5860048690911965e-15,2,0.14710354804992676,45,-1
tt,8,2,49,0.9990608657554062,0.20449614174259126,2,0.09354472160339355,180,4
tt,8,2,49,0.9997959289225573,0.09532614024026113,11,0.18886923789978027,5832,8
tt,8,2,49,0.999999999991634,1.930093040724038e-05,5,0.21408534049987793,20952,24
poly,8,2,49,1.0,2.1642059961862748e-14,3,0.28436946868896484,165,-1
tt,8,2,50,0.9999275283101362,0.036672307720414604,15,0.19040131568908691,1944,4
tt,8,2,50,0.9999869566872888,0.015557793378676795,2,0.0929257869720459,648,8
tt,8,2,50,0.9999999999962305,8.363694866370914e-06,14,0.3127748966217041,67608,24
poly,8,2,50,1.0,1.3630110000406055e-14,2,0.14428472518920898,45,-1
tt,8,2,51,0.9946395699128511,0.32171425533751574,2,0.0921165943145752,180,4
tt,8,2,51,0.9994844662362375,0.09976978674961116,2,0.09243059158325195,648,8
tt,8,2,51,0.9999999995070242,9.756257471001997e-05,8,0.27849650382995605,36504,24
poly,8,2,51,1.0,2.8471403977159754e-14,2,0.14664745330810547,45,-1
tt,8,3,42,0.9986762522192337,0.1261950131194733,15,0.18820595741271973,1944,4
tt,8,3,42,0.9996409882372236,0.06571944840889006,3,0.10461258888244629,1224,8
tt,8,3,42,0.9999818010703674,0.014796619076427105,3,0.12330222129821777,10584,24
poly,8,3,42,1.0,4.0385463953785974e-14,3,0.2856864929199219,165,-1
tt,8,3,43,0.997401397459937,0.3480848721679375,2,0.09098958969116211,180,4
tt,8,3,43,0.9999128846998762,0.06373271774729884,7,0.1524519920349121,3528,8
tt,8,3,43,0.9999903043199615,0.02126201192747923,15,0.31094980239868164,67824,24
poly,8,3,43,1.0,2.012848244349014e-14,3,0.2870142459869385,165,-1
tt,8,3,44,0.9988712634025239,0.21694126465749852,2,0.09622812271118164,180,4
tt,8,3,44,0.9998843657285574,0.06943671211887169,13,0.18920660018920898,6984,8
tt,8,3,44,0.9999862892206958,0.023909854560747013,2,0.059552669525146484,5400,24
poly,8,3,44,1.0,2.260113654506556e-14,3,0.2885606288909912,165,-1
tt,8,3,45,0.9969100081420944,0.18450210937813352,8,0.1628856658935547,1044,4
tt,8,3,45,0.9991839206026613,0.09481758182475022,9,0.17575335502624512,4680,8
tt,8,3,45,0.9999845832285488,0.013032249482549182,7,0.2580993175506592,31320,24
poly,8,3,45,1.0,7.932376031097782e-15,3,0.28650903701782227,165,-1
tt,8,3,46,0.9954620459451542,0.2592183668604888,14,0.18947505950927734,1908,4
tt,8,3,46,0.9997469886714456,0.06120765012225058,15,0.18778443336486816,7632,8
tt,8,3,46,0.9999878352070348,0.013421099122171237,9,0.2999882698059082,41688,24
poly,8,3,46,1.0,5.29146857151182e-14,3,0.2880129814147949,165,-1
tt,8,3,47,0.9936652438932676,0.5778398025394116,1,0.07907366752624512,36,4
tt,8,3,47,0.999887543617363,0.07699004239652817,7,0.15799570083618164,3528,8
tt,8,3,47,0.9999917743147944,0.020822292677243386,6,0.14648699760437012,26136,24
poly,8,3,47,1.0,1.7172901608893248e-14,3,0.28700995445251465,165,-1
tt,8,3,48,0.9987748062461415,0.14768341181783665,2,0.09171247482299805,180,4
tt,8,3,48,0.9999588749664068,0.02705717576116793,4,0.11715555191040039,1800,8
tt,8,3,48,0.9999937771869687,0.010525014581668046,12,0.31262874603271484,57240,24
poly,8,3,48,1.0,8.14442973866958e-15,3,0.2870187759399414,165,-1
tt,8,3,49,0.9996479796192675,0.10214406772558289,3,0.10781526565551758,324,4
tt,8,3,49,0.9999683735419459,0.03061642818827932,3,0.10445213317871094,1224,8
tt,8,3,49,0.9999850220486771,0.02106955931933309,2,0.05918550491333008,5400,24
poly,8,3,49,1.0,2.6559475377647625e-14,3,0.286513090133667,165,-1
tt,8,3,50,0.9987085859411816,0.12100229045731448,3,0.10402202606201172,324,4
tt,8,3,50,0.9999521630733736,0.023288551174559184,3,0.1041264533996582,1224,8
tt,8,3,50,0.9999935264806561,0.008567045258411341,10,0.31047725677490234,46872,24
poly,8,3,50,1.0,1.782789925419086e-14,3,0.2874023914337158,165,-1
tt,8,3,51,0.9952020872610494,0.38156466400486744,8,0.16505169868469238,1044,4
tt,8,3,51,0.9997564488200873,0.08596805381928468,8,0.16333985328674316,4104,8
tt,8,3,51,0.9999944995781256,0.012919329548137154,2,0.15174150466918945,5400,24
poly,8,3,51,1.0,1.4525412274724196e-13,3,0.28800487518310547,165,-1
tt,8,4,42,0.9995828538643157,0.14562386581913322,12,0.18535113334655762,1620,4
tt,8,4,42,0.9999621960708208,0.04383862398563845,13,0.18791842460632324,6984,8
tt,8,4,42,0.9999777171720075,0.03365686009388655,2,0.0647580623626709,5400,24
poly,8,4,42,1.0,1.1382996639421704e-13,4,0.5564711093902588,495,-1
tt,8,4,43,0.9971244154963441,0.3482047039855117,7,0.15080881118774414,900,4
tt,8,4,43,0.9999459140454154,0.04775444654266042,2,0.09261941909790039,648,8
tt,8,4,43,0.9999614010799631,0.04034215961691717,3,0.17185521125793457,10584,24
poly,8,4,43,1.0,6.113269542870818e-14,4,0.5540063381195068,495,-1
tt,8,4,44,0.9994930036843894,0.20513476337619274,7,0.15491342544555664,900,4
tt,8,4,44,0.9999623551018344,0.05589718361340801,6,0.14056921005249023,2952,8
tt,8,4,44,0.9999862846376373,0.03373964480649394,13,0.3226613998413086,62424,24
poly,8,4,44,1.0,1.58943820141177e-13,4,0.5483849048614502,495,-1
tt,8,4,45,0.9867013059261014,0.487115906551429,4,0.11881852149963379,468,4
tt,8,4,45,0.9960109602726022,0.2667853604650782,14,0.18871688842773438,7560,8
tt,8,4,45,0.9999065524700891,0.04083304119345884,8,0.28005504608154297,36504,24
poly,8,4,45,1.0,4.670061151175112e-14,4,0.5451915264129639,495,-1
tt,8,4,46,0.9946099957168991,0.4186722979951668,3,0.10817742347717285,324,4
tt,8,4,46,0.998084865053458,0.2495625195784437,2,0.092926025390625,648,8
tt,8,4,46,0.9998828012262219,0.06173638632602957,2,0.059520721435546875,5400,24
poly,8,4,46,1.0,1.3914433414793206e-13,4,0.546234130859375,495,-1
tt,8,4,47,0.9963137017399183,0.26769895389930837,4,0.11563992500305176,468,4
tt,8,4,47,0.9998276648299532,0.05788131602599355,14,0.18895220756530762,7560,8
tt,8,4,47,0.9999400885524844,0.0341276469042152,6,0.24133682250976562,26136,24
poly,8,4,47,1.0,6.002662366534667e-14,4,0.5476536750793457,495,-1
tt,8,4,48,0.9964235446019757,0.33607439957819135,2,0.09144353866577148,180,4
tt,8,4,48,0.9998710836769361,0.06380621454005721,4,0.11687111854553223,1800,8
tt,8,4,48,0.9999286767744311,0.047459647980417484,8,0.2830619812011719,36504,24
poly,8,4,48,1.0,5.812810687155543e-14,4,0.5490117073059082,495,-1
tt,8,4,49,0.9972969545093117,0.5134990592273295,1,0.0796353816986084,36,4
tt,8,4,49,0.9999301430136218,0.082550155955148,4,0.11568760871887207,1800,8
tt,8,4,49,0.9999784966152035,0.04580009598852208,2,0.06346940994262695,5400,24
poly,8,4,49,1.0,1.46988778909914e-13,4,0.5522506237030029,495,-1
tt,8,4,50,0.9944164991825419,0.31491427179484127,6,0.13777494430541992,756,4
tt,8,4,50,0.9993877199660854,0.10428314011087078,4,0.1185154914855957,1800,8
tt,8,4,50,0.99987410768122,0.04728666304232107,4,0.19357681274414062,15768,24
poly,8,4,50,1.0,4.9818585644349834e-14,4,0.548933744430542,495,-1
tt,8,4,51,0.9971653408196218,0.4006838161457592,4,0.12030029296875,468,4
tt,8,4,51,0.9998094453332468,0.10388699186644848,3,0.10493588447570801,1224,8
tt,8,4,51,0.999970598790038,0.04080693518613487,3,0.0809319019317627,10584,24
poly,8,4,51,1.0,7.815804344506449e-14,4,0.5531401634216309,495,-1
tt,8,5,42,0.9936345262614287,0.38259421868097154,10,0.1869962215423584,1332,4
tt,8,5,42,0.9983838599774322,0.19278024617103154,2,0.09725499153137207,648,8
tt,8,5,42,0.9998710427973199,0.05445601281120715,4,0.19358563423156738,15768,24
poly,8,5,42,0.9999999994900987,0.00010828445292698141,5,0.9963693618774414,1287,-1
tt,8,5,43,0.9917732112201064,0.5944810814104063,2,0.09649801254272461,180,4
tt,8,5,43,0.9993526664857559,0.1667580894975095,2,0.09259676933288574,648,8
tt,8,5,43,0.9997733518154306,0.09867314874888512,6,0.18753337860107422,26136,24
poly,8,5,43,0.9999999995151899,0.00014431407135199513,5,0.978121280670166,1287,-1
tt,8,5,44,0.9990822246757212,0.27488747869072566,13,0.18922662734985352,1764,4
tt,8,5,44,0.9997590463275742,0.1408489274997681,8,0.16221261024475098,4104,8
tt,8,5,44,0.9999393133833518,0.07068597166970755,4,0.14723920822143555,15768,24
poly,8,5,44,0.999999999812527,0.00012423847805024887,5,0.9837076663970947,1287,-1
tt,8,5,45,0.9977380836309357,0.4059365560093713,12,0.1900806427001953,1620,4
tt,8,5,45,0.9998054894756302,0.11903959575463181,2,0.0931863784790039,648,8
tt,8,5,45,0.9998606396842948,0.10076029998620571,2,0.05937767028808594,5400,24
poly,8,5,45,0.9999999997972262,0.00012154182959805293,5,0.9938154220581055,1287,-1
tt,8,5,46,0.9990955705875703,0.27342852965132997,9,0.18019962310791016,1188,4
tt,8,5,46,0.9997679649146908,0.13849475217754442,15,0.18846774101257324,7632,8
tt,8,5,46,0.9999179991902013,0.08233141111391486,5,0.21564722061157227,20952,24
poly,8,5,46,0.9999999998059721,0.00012664515230918018,5,0.9823675155639648,1287,-1
tt,8,5,47,0.9985263539694258,0.29603853917441864,14,0.19144654273986816,1908,4
tt,8,5,47,0.9998167085437195,0.10440535491643822,15,0.19057798385620117,7632,8
tt,8,5,47,0.9998980149871625,0.07787890572396683,14,0.312241792678833,67608,24
poly,8,5,47,0.9999999997743123,0.0001158525391291446,5,1.0029113292694092,1287,-1
tt,8,5,48,0.9968129351036531,0.5101332016080807,14,0.19026446342468262,1908,4
tt,8,5,48,0.9996966215028392,0.15739123188139448,2,0.09261703491210938,648,8
tt,8,5,48,0.9998968945594869,0.09175482849293314,8,0.27757787704467773,36504,24
poly,8,5,48,0.9999999997329975,0.00014765421540272896,5,1.0038533210754395,1287,-1
tt,8,5,49,0.9909677812629257,0.343678349851151,3,0.10928106307983398,324,4
tt,8,5,49,0.9990301439678236,0.1126182013469158,13,0.18777775764465332,6984,8
tt,8,5,49,0.9998040347264712,0.050622607371610125,11,0.3123648166656494,52056,24
poly,8,5,49,0.9999999995800419,7.410677509467811e-05,5,0.9835424423217773,1287,-1
tt,8,5,50,0.9976241829320908,0.309126397946032,3,0.10909318923950195,324,4
tt,8,5,50,0.9998520165909515,0.077150031598296,2,0.09295129776000977,648,8
tt,8,5,50,0.9999533918863853,0.043297254394280456,3,0.17146682739257812,10584,24
poly,8,5,50,0.9999999996023567,0.0001264667549753386,5,0.9917690753936768,1287,-1
tt,8,5,51,0.9982021343738182,0.4422906848791765,6,0.14353060722351074,756,4
tt,8,5,51,0.9998789073270015,0.11478578566542166,6,0.1412954330444336,2952,8
tt,8,5,51,0.9999580807364343,0.06753610350284962,13,0.3130941390991211,62424,24
poly,8,5,51,0.9999999998354272,0.00013381605683311626,5,0.9844403266906738,1287,-1
tt,8,6,42,0.9757126094290879,0.8968624896111157,1,0.08416199684143066,36,4
tt,8,6,42,0.9988247321500604,0.19728944905349335,3,0.10454702377319336,1224,8
tt,8,6,42,0.9992682275328412,0.15567664539821927,9,0.29902124404907227,41688,24
poly,8,6,42,0.9999999936964404,0.00045690757933785503,6,1.7385554313659668,3003,-1
tt,8,6,43,0.9895017770674802,0.7792950155521482,15,0.1929159164428711,1944,4
tt,8,6,43,0.9941542544933379,0.5815190619253573,7,0.1534407138824463,3528,8
tt,8,6,43,0.999818271110112,0.10253118809242959,14,0.31242847442626953,67608,24
poly,8,6,43,0.9999999965832064,0.0004445835403986385,6,1.7116761207580566,3003,-1
tt,8,6,44,0.9941749142577802,0.5640710783383397,8,0.16951370239257812,1044,4
tt,8,6,44,0.9993531330131072,0.18797070278806824,2,0.09323954582214355,648,8
tt,8,6,44,0.9995895815311573,0.14972561975321805,3,0.17142176628112793,10584,24
poly,8,6,44,0.9999999894618468,0.0007586909895319811,5,0.9826960563659668,1287,-1
tt,8,6,45,0.9830434595294556,0.5604298165157273,15,0.19135832786560059,1944,4
tt,8,6,45,0.99895309817728,0.1392533287808759,6,0.1407620906829834,2952,8
tt,8,6,45,0.9996115520943496,0.0848240490865356,5,0.14546442031860352,20952,24
poly,8,6,45,0.9999999870297024,0.0004901483872759836,6,1.7096269130706787,3003,-1
tt,8,6,46,0.9947404477287698,0.8488461317780408,7,0.15388703346252441,900,4
tt,8,6,46,0.9991355633508077,0.34412892014261587,3,0.10434436798095703,1224,8
tt,8,6,46,0.999461368508911,0.27164421242007397,2,0.08003664016723633,5400,24
poly,8,6,46,0.9999999851148605,0.0014280093162204754,6,1.6987113952636719,3003,-1
tt,8,6,47,0.9357325910829621,1.4282463922008557,1,0.08537936210632324,36,4
tt,8,6,47,0.9991289255448171,0.16627822480660923,3,0.10457086563110352,1224,8
tt,8,6,47,0.9988968069175548,0.18712572901417127,2,0.15039610862731934,5400,24
poly,8,6,47,0.9999999919731274,0.0005047553456762135,6,1.693424940109253,3003,-1
tt,8,6,48,0.9937870886629108,0.481362846665985,12,0.192122220993042,1620,4
tt,8,6,48,0.9990446381483296,0.18875955143535014,3,0.10418415069580078,1224,8
tt,8,6,48,0.9996914637424356,0.10726995353944842,4,0.1927478313446045,15768,24
poly,8,6,48,0.9999999946309295,0.0004474809415930064,6,1.7098655700683594,3003,-1
tt,8,6,49,0.9912931075142395,0.5006072111243687,5,0.16875314712524414,612,4
tt,8,6,49,0.9968803491512788,0.2996529141488207,3,0.10468673706054688,1224,8
tt,8,6,49,0.9996983077931967,0.09318533186981082,15,0.31226134300231934,67824,24
poly,8,6,49,0.9999999963824763,0.0003226793716091408,6,1.7233471870422363,3003,-1
tt,8,6,50,0.9987009655357528,0.3808270775353242,8,0.16541838645935059,1044,4
tt,8,6,50,0.9993839877232218,0.262247989291664,2,0.09245705604553223,648,8
tt,8,6,50,0.9997659925659215,0.16163384737428832,5,0.21331191062927246,20952,24
poly,8,6,50,0.999999993908222,0.0008246877004820587,5,1.0027852058410645,1287,-1
tt,8,6,51,0.9889950762004285,1.0353393646968958,2,0.09824681282043457,180,4
tt,8,6,51,0.9976295296959783,0.48051446554255933,14,0.18929719924926758,7560,8
tt,8,6,51,0.9996520844207921,0.18408828210558192,2,0.1503753662109375,5400,24
poly,8,6,51,0.999999991605775,0.000904231242834679,5,0.9781601428985596,1287,-1
tt,8,7,42,0.997305469778864,0.4690109177743693,3,0.10815167427062988,324,4
tt,8,7,42,0.9994612439409951,0.20971886890041072,15,0.18886160850524902,7632,8
tt,8,7,42,0.9997192959409082,0.15137904789536144,15,0.31261658668518066,67824,24
poly,8,7,42,0.9999999889650215,0.0009491332056594258,6,1.707998275756836,3003,-1
tt,8,7,43,0.9925690113621679,0.8300775038175519,6,0.14384770393371582,756,4
tt,8,7,43,0.9977956059082906,0.45210568137155777,3,0.10496783256530762,1224,8
tt,8,7,43,0.9996149316132711,0.18895756256385943,3,0.08086180686950684,10584,24
poly,8,7,43,0.9999999872170694,0.001088705860953122,6,1.7145605087280273,3003,-1
tt,8,7,44,0.9910722129181113,0.7555212792292845,3,0.10837125778198242,324,4
tt,8,7,44,0.999127994965523,0.2361208210844296,10,0.1862177848815918,5256,8
tt,8,7,44,0.9995829329744266,0.16329681567156906,5,0.213623046875,20952,24
poly,8,7,44,0.9999999754215739,0.001253579330357059,6,1.7189476490020752,3003,-1
tt,8,7,45,0.9975074440899957,0.4490643639930805,9,0.17901849746704102,1188,4
tt,8,7,45,0.9991573404391862,0.2611032120631573,4,0.11684060096740723,1800,8
tt,8,7,45,0.9996626403944444,0.16520861039989929,6,0.23629546165466309,26136,24
poly,8,7,45,0.9999999805858842,0.0012532708711389651,6,1.7047576904296875,3003,-1
tt,8,7,46,0.9894820418905527,1.0412554960993166,9,0.1784043312072754,1188,4
tt,8,7,46,0.9951927184839479,0.7039492750759269,9,0.17763137817382812,4680,8
tt,8,7,46,0.9990552141229556,0.3120745009740847,4,0.19339466094970703,15768,24
poly,8,7,46,0.9999999717262193,0.0017071965738035427,6,1.7129755020141602,3003,-1
tt,8,7,47,0.9935213556463046,1.0837193566824581,5,0.13225102424621582,612,4
tt,8,7,47,0.9966793173584888,0.7758690833155626,2,0.09296965599060059,648,8
tt,8,7,47,0.9995397138106332,0.28886088182697556,2,0.1498708724975586,5400,24
poly,8,7,47,0.9999999886872546,0.001432051931940307,6,1.7207343578338623,3003,-1
tt,8,7,48,0.9889626343026116,0.6796585592171723,2,0.09579777717590332,180,4
tt,8,7,48,0.9973073508772995,0.3356973838237851,7,0.15443086624145508,3528,8
tt,8,7,48,0.9992620707035984,0.17573790739600828,6,0.2344353199005127,26136,24
poly,8,7,48,0.999999982500464,0.0008557981465993085,7,2.892315149307251,6435,-1
tt,8,7,49,0.9916614194916781,0.6745690583565161,2,0.09748554229736328,180,4
tt,8,7,49,0.9987155617000522,0.26475061474461115,2,0.0928337574005127,648,8
tt,8,7,49,0.9991799461952844,0.21154439728878974,2,0.15044307708740234,5400,24
poly,8,7,49,0.9999999868304295,0.0008477468015802794,6,1.7082815170288086,3003,-1
tt,8,7,50,0.9861336656756681,0.8720839836865832,2,0.09629464149475098,180,4
tt,8,7,50,0.9982497222175497,0.3098353505936325,2,0.09280085563659668,648,8
tt,8,7,50,0.9992315940577656,0.20529238222303609,12,0.312685489654541,57240,24
poly,8,7,50,0.999999989232815,0.000768472915637698,7,2.8913333415985107,6435,-1
tt,8,7,51,0.9891877559886066,1.0922053535568903,7,0.1558849811553955,900,4
tt,8,7,51,0.9974956291349886,0.5256488312690408,5,0.1291811466217041,2376,8
tt,8,7,51,0.9996558255227337,0.1948658393698461,3,0.17145752906799316,10584,24
poly,8,7,51,0.9999999749756249,0.001661605813620757,6,1.697770357131958,3003,-1
tt,8,10,42,0.9654420961162008,1.68254476675667,1,0.08455848693847656,36,4
tt,8,10,42,0.9942013227376866,0.6892192531836588,2,0.09192371368408203,648,8
tt,8,10,42,0.9975838271420231,0.44489439326726304,7,0.2565765380859375,31320,24
poly,8,10,42,0.9999994219895746,0.006881145925299998,8,4.807272672653198,12870,-1
tt,8,10,43,0.9590376611618998,2.1581595343736857,1,0.08551192283630371,36,4
tt,8,10,43,0.9590376611593374,2.158159534441186,1,0.08144474029541016,72,8
tt,8,10,43,0.9987417929889744,0.3782397978864451,3,0.1716470718383789,10584,24
poly,8,10,43,0.9999997139624769,0.005702990875398961,8,4.756937265396118,12870,-1
tt,8,10,44,0.9384461079098336,1.8227715264353441,2,0.0980675220489502,180,4
tt,8,10,44,0.98721183353566,0.8308232029342884,3,0.10570430755615234,1224,8
tt,8,10,44,0.9899807009316216,0.7353991888350655,2,0.059488773345947266,5400,24
poly,8,10,44,0.9999993619703522,0.005868470237155846,9,7.83901834487915,24310,-1
tt,8,10,45,0.9781349176265138,1.3945439642136375,8,0.1694033145904541,1044,4
tt,8,10,45,0.9894688694485057,0.9678190131622324,2,0.09372830390930176,648,8
tt,8,10,45,0.9972526913797889,0.49432249682567586,5,0.18930554389953613,20952,24
poly,8,10,45,0.9999995913052535,0.0060291512513250345,9,7.8278748989105225,24310,-1
tt,8,10,46,0.9461861747654735,2.909322739273154,1,0.08480954170227051,36,4
tt,8,10,46,0.9962394247945996,0.7690810464666911,4,0.11659622192382812,1800,8
tt,8,10,46,0.9983450727389191,0.5101929163127841,2,0.05893421173095703,5400,24
poly,8,10,46,0.9999997172857484,0.00666835666141021,9,7.822789907455444,24310,-1
tt,8,10,47,0.993490907401813,0.9921195304499797,7,0.15419244766235352,900,4
tt,8,10,47,0.9976303999549201,0.5986063215231511,3,0.1041109561920166,1224,8
tt,8,10,47,0.9988689922500098,0.41355813158236404,8,0.27919435501098633,36504,24
poly,8,10,47,0.9999998481064966,0.00479262417190531,9,7.891998291015625,24310,-1
tt,8,10,48,0.9841141381470008,1.490153944540329,2,0.09694623947143555,180,4
tt,8,10,48,0.9980061369501083,0.5279264343491832,13,0.18831944465637207,6984,8
tt,8,10,48,0.9987222453933513,0.4226194433697417,10,0.23181796073913574,46872,24
poly,8,10,48,0.9999998694325555,0.004272117588852951,9,7.895190477371216,24310,-1
tt,8,10,49,0.9846206309260648,1.1540779177537486,8,0.1679525375366211,1044,4
tt,8,10,49,0.9960416106319673,0.5854976110150741,11,0.18987107276916504,5832,8
tt,8,10,49,0.9989442586364427,0.3023741359387965,6,0.2363295555114746,26136,24
poly,8,10,49,0.9999999143288536,0.0027238498320648007,9,7.89880895614624,24310,-1
tt,8,10,50,0.9857750118977863,1.3631677281212844,3,0.10888075828552246,324,4
tt,8,10,50,0.996746712328856,0.6519053928734728,2,0.0932774543762207,648,8
tt,8,10,50,0.9987308158580389,0.4071792692424255,9,0.30036306381225586,41688,24
poly,8,10,50,0.9999998130779645,0.004941440733829024,9,7.898987054824829,24310,-1
tt,8,10,51,0.9881809844895509,1.011064862719765,11,0.1904160976409912,1476,4
tt,8,10,51,0.9958727547915533,0.5974733002957252,10,0.18729138374328613,5256,8
tt,8,10,51,0.9984881469433875,0.36161226943502955,8,0.2813737392425537,36504,24
poly,8,10,51,0.9999990118423102,0.009244884586220085,7,2.92214035987854,6435,-1
tt,12,1,42,1.0,1.189545710401449e-10,1,0.08590269088745117,52,4
tt,12,1,42,1.0,5.937322763649527e-11,1,0.08285260200500488,104,8
tt,12,1,42,1.0,1.9429641261900288e-11,1,0.1948554515838623,312,24
poly,12,1,42,1.0,1.2214673515103933e-15,1,0.3220345973968506,13,-1
tt,12,1,43,1.0,8.676571667376179e-11,1,0.0807809829711914,52,4
tt,12,1,43,1.0,4.3422252688093855e-11,1,0.08178329467773438,104,8
tt,12,1,43,1.0,1.438995314141579e-11,1,0.19400835037231445,312,24
poly,12,1,43,1.0,4.00065597244198e-15,1,0.31416773796081543,13,-1
tt,12,1,44,1.0,1.497483146186141e-10,1,0.08468818664550781,52,4
tt,12,1,44,1.0,7.500661732065032e-11,1,0.08135533332824707,104,8
tt,12,1,44,1.0,2.467202459485332e-11,1,0.19216537475585938,312,24
poly,12,1,44,1.0,3.4329848104492992e-15,1,0.3221011161804199,13,-1
tt,12,1,45,1.0,1.9835142331167287e-11,1,0.07959794998168945,52,4
tt,12,1,45,1.0,9.955686367725228e-12,1,0.08081316947937012,104,8
tt,12,1,45,1.0,3.312459270187042e-12,1,0.1939690113067627,312,24
poly,12,1,45,1.0,5.564421850464315e-16,1,0.31564927101135254,13,-1
tt,12,1,46,1.0,8.122448229899429e-10,2,0.09673810005187988,260,4
tt,12,1,46,1.0,2.026821063460792e-10,2,0.09381246566772461,936,8
tt,12,1,46,1.0,9.267287051526986e-11,2,0.22762465476989746,7800,24
poly,12,1,46,1.0,5.245819651658812e-15,1,0.32220005989074707,13,-1
tt,12,1,47,1.0,1.7320155688626517e-10,1,0.08087038993835449,52,4
tt,12,1,47,1.0,8.64712459107853e-11,1,0.08221602439880371,104,8
tt,12,1,47,1.0,2.9355540741883486e-11,1,0.19258332252502441,312,24
poly,12,1,47,1.0,1.038037035784121e-14,2,0.8266987800598145,91,-1
tt,12,1,48,1.0,2.4372593098308994e-11,1,0.08519291877746582,52,4
tt,12,1,48,1.0,1.2179856938018714e-11,1,0.08202934265136719,104,8
tt,12,1,48,1.0,4.030041267980466e-12,1,0.1933150291442871,312,24
poly,12,1,48,1.0,7.0720422362293725e-16,1,0.3147754669189453,13,-1
tt,12,1,49,1.0,4.4100095204630413e-10,1,0.07998967170715332,52,4
tt,12,1,49,1.0,2.2031310570783832e-10,1,0.0809774398803711,104,8
tt,12,1,49,1.0,7.432249030429985e-11,1,0.19293451309204102,312,24
poly,12,1,49,1.0,2.1582260436303226e-14,1,0.31514811515808105,13,-1
tt,12,1,50,1.0,2.0501179178548508e-10,1,0.08553314208984375,52,4
tt,12,1,50,1.0,1.0265719235699392e-10,1,0.08186650276184082,104,8
tt,12,1,50,1.0,3.466601263901439e-11,1,0.1934981346130371,312,24
poly,12,1,50,1.0,8.92572913212587e-15,1,0.31516098976135254,13,-1
tt,12,1,51,0.9999999999999999,4.852101631415244e-09,1,0.08022737503051758,52,4
tt,12,1,51,1.0,2.426620437603007e-09,1,0.08215498924255371,104,8
tt,12,1,51,1.0,1.306312861484821e-09,2,0.22743010520935059,7800,24
poly,12,1,51,1.0,7.628463053775158e-14,2,0.8122727870941162,91,-1
tt,12,2,42,0.9998204853803109,0.08761126878757673,3,0.1324770450592041,468,4
tt,12,2,42,0.999990504054536,0.020150190858594746,9,0.1787703037261963,6760,8
tt,12,2,42,0.9999999996497915,0.0001223695602031415,2,0.08504199981689453,7800,24
poly,12,2,42,1.0,5.486751931349898e-14,2,0.8114893436431885,91,-1
tt,12,2,43,0.9990667702671867,0.04769693145732169,7,0.15573596954345703,1300,4
tt,12,2,43,0.9977891050563931,0.07341422350731495,1,0.08104944229125977,104,8
