model,d,data_degree,seed,r2,rmse,degree,time,params,rank
tt,2,1,44,1.0,5.359716115999266e-16,2,0.10540962219238281,1800,24
poly,2,1,44,1.0,1.1272574653728813e-19,4,0.02093791961669922,15,-1
tt,2,1,45,1.0,1.4409826395963696e-12,1,0.07889580726623535,12,4
tt,2,1,45,1.0,7.207461520158147e-13,1,0.07830667495727539,24,8
tt,2,1,45,1.0,1.137924050832909e-13,2,0.1055440902709961,1800,24
poly,2,1,45,1.0,7.358107269985534e-17,5,0.024839162826538086,21,-1
tt,2,1,46,0.9999999940966414,8.064562363450659e-10,2,0.09003758430480957,60,4
tt,2,1,46,0.9999999994315777,2.5024579387231876e-10,7,0.14768409729003906,1176,8
tt,2,1,46,0.9999999999795774,4.743359224690266e-11,2,0.10449886322021484,1800,24
poly,2,1,46,1.0,5.009200302769889e-15,2,0.014088630676269531,6,-1
tt,2,1,47,1.0,3.077435720852045e-11,1,0.07781839370727539,12,4
tt,2,1,47,1.0,1.535381914467566e-11,1,0.08330130577087402,24,8
tt,2,1,47,1.0,1.6469080638872207e-11,2,0.10583114624023438,1800,24
poly,2,1,47,1.0,6.793258640404411e-16,3,0.017188072204589844,10,-1
tt,2,1,48,1.0,6.576521353657568e-15,2,0.09007978439331055,60,4
tt,2,1,48,1.0,1.168404905227484e-15,2,0.09077954292297363,216,8
tt,2,1,48,1.0,1.3200508993621305e-16,2,0.10560035705566406,1800,24
poly,2,1,48,1.0,1.4137202449338723e-18,1,0.011437654495239258,3,-1
tt,2,1,49,1.0,1.4844894939685814e-14,1,0.07848501205444336,12,4
tt,2,1,49,1.0,7.16356143070726e-15,1,0.07840752601623535,24,8
tt,2,1,49,1.0,9.080748068012263e-16,2,0.10525155067443848,1800,24
poly,2,1,49,1.0,1.7656191600627545e-19,3,0.017178773880004883,10,-1
tt,2,1,50,1.0,2.738383859629029e-12,2,0.08967280387878418,60,4
tt,2,1,50,1.0,6.039525615620021e-13,3,0.10414838790893555,408,8
tt,2,1,50,1.0,1.002929848011229e-12,2,0.10529732704162598,1800,24
poly,2,1,50,1.0,1.1863781849362885e-15,2,0.014243841171264648,6,-1
tt,2,1,51,0.9999999731976975,1.198485224662067e-09,1,0.08302068710327148,12,4
tt,2,1,51,0.999999993218158,6.028655459659283e-10,1,0.07911348342895508,24,8
tt,2,1,51,0.9999999992582582,1.993760514356736e-10,1,0.0907745361328125,72,24
poly,2,1,51,1.0,3.310854678698766e-14,6,0.029767513275146484,28,-1
tt,2,2,42,0.9999999296159301,0.0021850024785977627,3,0.10197758674621582,108,4
tt,2,2,42,0.9999999999367998,6.547480618512685e-05,4,0.1140134334564209,600,8
tt,2,2,42,0.9999999999999866,9.526457948623648e-07,3,0.12025952339172363,3528,24
poly,2,2,42,1.0,1.0046079273545246e-14,5,0.024735689163208008,21,-1
tt,2,2,43,0.9999995669794843,0.0005569062438495325,4,0.11341261863708496,156,4
tt,2,2,43,0.9999999984338521,3.349224298036909e-05,3,0.10261178016662598,408,8
tt,2,2,43,0.9999999999999912,7.939741895519485e-08,4,0.13431453704833984,5256,24
poly,2,2,43,1.0,8.292704589736795e-16,3,0.0173647403717041,10,-1
tt,2,2,44,0.9999995603121499,0.003263310688979826,3,0.10598325729370117,108,4
tt,2,2,44,0.999999997640952,0.00023903119040439622,3,0.10239481925964355,408,8
tt,2,2,44,0.9999999999999928,4.193242383627507e-07,5,0.14791560173034668,6984,24
poly,2,2,44,1.0,3.23375016963428e-15,4,0.02094721794128418,15,-1
tt,2,2,45,0.9999983753044517,0.00027865262269328447,6,0.13568997383117676,252,4
tt,2,2,45,0.9999999601199344,4.3657118904426174e-05,13,0.18491435050964355,2328,8
tt,2,2,45,0.9999999999999882,2.3736123146810888e-08,14,0.4107966423034668,22536,24
poly,2,2,45,1.0,1.2372326695663199e-16,3,0.01722240447998047,10,-1
tt,2,2,46,0.9999732706677168,0.0052547980877999416,4,0.11686873435974121,156,4
tt,2,2,46,0.999999992122447,9.021061545261153e-05,3,0.10095071792602539,408,8
tt,2,2,46,0.9999999999999641,1.9250442923369224e-07,4,0.13263916969299316,5256,24
poly,2,2,46,1.0,1.136295774268518e-15,3,0.0172269344329834,10,-1
tt,2,2,47,0.9999982853625474,4.9402076023617535e-05,5,0.12463808059692383,204,4
tt,2,2,47,0.9999999924559267,3.2768910078009023e-06,3,0.10119819641113281,408,8
tt,2,2,47,0.9999999999999981,1.6519204311026914e-09,3,0.11881756782531738,3528,24
poly,2,2,47,1.0,3.0990936612283627e-16,4,0.020917177200317383,15,-1
tt,2,2,48,0.9999997662971641,0.00019634092429336906,4,0.1129751205444336,156,4
tt,2,2,48,0.9999999999276977,3.4534644389562634e-06,3,0.10259127616882324,408,8
tt,2,2,48,0.9999999999999867,4.678444723682721e-08,10,0.21328210830688477,15624,24
poly,2,2,48,1.0,2.988129744668114e-16,2,0.014147520065307617,6,-1
tt,2,2,49,0.9999999960323036,1.6862491508971678e-06,3,0.10608577728271484,108,4
tt,2,2,49,0.9999999904221731,2.619907859733568e-06,3,0.10254287719726562,408,8
tt,2,2,49,0.9999999999999999,3.225825142525655e-10,14,0.21509385108947754,22536,24
poly,2,2,49,1.0,2.91961742936603e-17,6,0.02936244010925293,28,-1
tt,2,2,50,0.9999999838568211,5.6404168933174894e-05,4,0.11251068115234375,156,4
tt,2,2,50,0.9999999997009843,7.676508034733006e-06,3,0.10145378112792969,408,8
tt,2,2,50,0.9999999999999991,1.359370842483004e-08,8,0.18895483016967773,12168,24
poly,2,2,50,1.0,9.814271064500182e-16,4,0.02089381217956543,15,-1
tt,2,2,51,0.9999960272322796,9.732537490607006e-05,4,0.1124415397644043,156,4
tt,2,2,51,0.9999999979877137,2.1904048456980017e-06,5,0.12463545799255371,792,8
tt,2,2,51,0.999999999999709,2.6338696898563465e-08,3,0.12430453300476074,3528,24
poly,2,2,51,1.0,2.0147363782652156e-14,3,0.017310380935668945,10,-1
tt,2,3,42,0.9999998833087762,0.003138526464396516,3,0.10057497024536133,108,4
tt,2,3,42,0.9999999894688092,0.0009428561484020612,6,0.13613176345825195,984,8
tt,2,3,42,0.9999999881208189,0.001001382390649424,2,0.10444760322570801,1800,24
poly,2,3,42,1.0,2.4110600726407176e-14,10,0.05662131309509277,66,-1
tt,2,3,43,0.9999997034959998,3.986906271725577e-05,4,0.11226892471313477,156,4
tt,2,3,43,0.9999991335680748,6.815346967969463e-05,3,0.10247135162353516,408,8
tt,2,3,43,0.9999999857209715,8.749234941088848e-06,8,0.18986248970031738,12168,24
poly,2,3,43,1.0,3.131504139683497e-17,3,0.017117738723754883,10,-1
tt,2,3,44,0.9999876392795832,0.009091393987670579,3,0.10183000564575195,108,4
tt,2,3,44,0.9999999992276766,7.186347048210565e-05,5,0.13007855415344238,792,8
tt,2,3,44,0.9999999999656198,1.5162222654622736e-05,8,0.18906092643737793,12168,24
poly,2,3,44,1.0,1.9359437390340215e-15,3,0.017200708389282227,10,-1
tt,2,3,45,0.9999996181018737,0.0002383603035558336,7,0.1472175121307373,300,4
tt,2,3,45,0.9999997051372631,0.00020944505550337674,5,0.1252143383026123,792,8
tt,2,3,45,0.9999999999723522,2.028105233930727e-06,4,0.13668346405029297,5256,24
poly,2,3,45,1.0,4.133251622958919e-16,6,0.0295107364654541,28,-1
tt,2,3,46,0.9998963166973625,0.027977363581779692,11,0.1809995174407959,492,4
tt,2,3,46,0.9999994475975768,0.002042114848418925,3,0.10136580467224121,408,8
tt,2,3,46,0.9999999998976086,2.7802524496422967e-05,4,0.13774371147155762,5256,24
poly,2,3,46,1.0,2.0690935533789745e-15,3,0.01723790168762207,10,-1
tt,2,3,47,0.9999957011774208,0.022149691353539468,14,0.1815476417541504,636,4
tt,2,3,47,0.9999997421325724,0.005424892820524247,3,0.10319161415100098,408,8
tt,2,3,47,0.9999999999334678,8.71382603173824e-05,11,0.21509099006652832,17352,24
poly,2,3,47,1.0,1.6508463121941828e-14,5,0.024700641632080078,21,-1
tt,2,3,48,0.9999991148616233,0.001557575477576422,5,0.12501955032348633,204,4
tt,2,3,48,0.999999602118484,0.0010442882649049213,6,0.13715457916259766,984,8
tt,2,3,48,0.999999999934984,1.3349150696304675e-05,10,0.21523666381835938,15624,24
poly,2,3,48,1.0,1.137249952345503e-15,4,0.020889759063720703,15,-1
tt,2,3,49,0.9999069352450208,0.031848078289734,3,0.10552287101745605,108,4
tt,2,3,49,0.9999709784278237,0.017784885800214624,3,0.10142374038696289,408,8
tt,2,3,49,0.9999999777010615,0.000492983867286994,4,0.13298988342285156,5256,24
poly,2,3,49,1.0,2.139754353635658e-15,3,0.017249107360839844,10,-1
tt,2,3,50,0.9999998557281278,3.270154390767979e-05,7,0.14696002006530762,300,4
tt,2,3,50,0.9999999957313924,5.624974272358233e-06,3,0.10444235801696777,408,8
tt,2,3,50,0.9999999993672409,2.1656915436831234e-06,8,0.18840551376342773,12168,24
poly,2,3,50,1.0,1.6406076339619086e-15,4,0.02079916000366211,15,-1
tt,2,3,51,0.9999948803283272,0.0011119762349389923,4,0.11248302459716797,156,4
tt,2,3,51,0.999999874739973,0.00017393248468352773,3,0.10280871391296387,408,8
tt,2,3,51,0.9999999998921093,5.10465571024791e-06,6,0.16539525985717773,8712,24
poly,2,3,51,1.0,6.087489620825833e-15,3,0.017218589782714844,10,-1
tt,2,4,42,0.999839030752359,0.03416266147772612,5,0.12378120422363281,204,4
tt,2,4,42,0.9999707944627717,0.014551670092925371,6,0.13686561584472656,984,8
tt,2,4,42,0.999999989989627,0.00026940482594738655,8,0.19027137756347656,12168,24
poly,2,4,42,1.0,4.059762418268168e-15,7,0.03456258773803711,36,-1
tt,2,4,43,0.9999823347820107,0.012184396296107089,13,0.18191027641296387,588,4
tt,2,4,43,0.9999927951867709,0.007781366643696776,13,0.18181633949279785,2328,8
tt,2,4,43,0.9999999581595509,0.0005929836021367097,7,0.1809849739074707,10440,24
poly,2,4,43,1.0,1.6716876971328809e-15,7,0.03475832939147949,36,-1
tt,2,4,44,0.9997360579522856,0.03896725408097461,7,0.1471085548400879,300,4
tt,2,4,44,0.9999336433946353,0.019538336846495055,4,0.11359953880310059,600,8
tt,2,4,44,0.9999997371721371,0.001229649151226339,9,0.20359206199645996,13896,24
poly,2,4,44,1.0,3.4718575189337855e-15,5,0.024779796600341797,21,-1
tt,2,4,45,0.9999539641785568,0.008560120992293089,3,0.10148787498474121,108,4
tt,2,4,45,0.999965058260253,0.007457688117575434,3,0.10276174545288086,408,8
tt,2,4,45,0.9999998841517138,0.0004294145557520603,8,0.18916535377502441,12168,24
poly,2,4,45,1.0,6.192517110181612e-16,6,0.029254674911499023,28,-1
tt,2,4,46,0.9999869104322763,0.015636535161851567,4,0.11744904518127441,156,4
tt,2,4,46,0.9999828818639716,0.01788158906339885,3,0.10169029235839844,408,8
tt,2,4,46,0.9999967753698248,0.0077610026263411685,7,0.17534327507019043,10440,24
poly,2,4,46,1.0,4.438851681683054e-15,5,0.024646520614624023,21,-1
tt,2,4,47,0.9978930287002655,0.02898834888868816,15,0.1819753646850586,648,4
tt,2,4,47,0.9970807297045953,0.03412175212792002,7,0.1484529972076416,1176,8
tt,2,4,47,0.9999999419468689,0.00015216227536283845,6,0.1612849235534668,8712,24
poly,2,4,47,1.0,5.905176844473762e-16,5,0.024688720703125,21,-1
tt,2,4,48,0.9999795699014021,0.0003483820103587068,9,0.17073869705200195,396,4
tt,2,4,48,0.9999923960808764,0.00021253929425583102,15,0.18916988372802734,2544,8
tt,2,4,48,0.9999998789987515,2.681114832950697e-05,13,0.21617531776428223,20808,24
poly,2,4,48,1.0,6.15149857337716e-17,5,0.024790048599243164,21,-1
tt,2,4,49,0.9996806455717889,0.09947191615679193,4,0.11311745643615723,156,4
tt,2,4,49,0.9997501185764839,0.08798953009700011,11,0.18516969680786133,1944,8
tt,2,4,49,0.9999997363647738,0.0028580230837489296,14,0.21738266944885254,22536,24
poly,2,4,49,1.0,3.3043639334053883e-15,7,0.03440451622009277,36,-1
tt,2,4,50,0.9999927040392569,0.006023971423686318,15,0.18272829055786133,648,4
tt,2,4,50,0.9999985954670609,0.0026430636572392493,14,0.18932294845581055,2520,8
tt,2,4,50,0.9999999999999793,3.2008235330521303e-07,10,0.17902851104736328,15624,24
poly,2,4,50,1.0,3.932133484805905e-15,5,0.02515578269958496,21,-1
tt,2,4,51,0.9999970441190557,0.007140944462152352,10,0.18262815475463867,444,4
tt,2,4,51,0.9995684009601117,0.08628840105714239,2,0.0905461311340332,216,8
tt,2,4,51,0.9999993451967635,0.003360992901456513,12,0.2167072296142578,19080,24
poly,2,4,51,1.0,4.052461377486355e-14,5,0.024796009063720703,21,-1
tt,2,5,42,0.9999968104976209,0.010143853849970675,7,0.14780831336975098,300,4
tt,2,5,42,0.9999964850053702,0.0106488779892756,5,0.13071250915527344,792,8
tt,2,5,42,0.9999999908753107,0.0005425634841292202,7,0.17644596099853516,10440,24
poly,2,5,42,1.0,5.294243744238432e-15,5,0.02486562728881836,21,-1
tt,2,5,43,0.9997382272489601,0.017602492988648317,15,0.1836857795715332,648,4
tt,2,5,43,0.9998085603286735,0.015053168792063846,8,0.16229844093322754,1368,8
tt,2,5,43,0.9999967569697168,0.001959239209106698,4,0.13415002822875977,5256,24
poly,2,5,43,1.0,2.7890286172777863e-15,5,0.024795055389404297,21,-1
tt,2,5,44,0.9999071597165898,0.01635118811407627,6,0.1369171142578125,252,4
tt,2,5,44,0.9998932292174622,0.01753506172820117,3,0.10270404815673828,408,8
tt,2,5,44,0.9999997728656564,0.0008087652621064547,9,0.21029424667358398,13896,24
poly,2,5,44,1.0,1.2810981987215799e-15,5,0.02492213249206543,21,-1
tt,2,5,45,0.9999400323104574,0.11226727049376968,15,0.18345284461975098,648,4
tt,2,5,45,0.9999397358821746,0.1125444044797437,8,0.16107678413391113,1368,8
tt,2,5,45,0.9999999933349915,0.0011835724901244481,11,0.21634769439697266,17352,24
poly,2,5,45,1.0,9.286626384343343e-15,6,0.029455900192260742,28,-1
tt,2,5,46,0.9999411148165002,0.02456994710276965,11,0.18223142623901367,492,4
tt,2,5,46,0.9999836947448261,0.01292900207062809,3,0.10733985900878906,408,8
tt,2,5,46,0.9999999076540145,0.0009729941191139928,4,0.128204345703125,5256,24
poly,2,5,46,1.0,1.8517785212295534e-14,6,0.029369354248046875,28,-1
tt,2,5,47,0.9679029793214128,0.1041938082601676,4,0.11261320114135742,156,4
tt,2,5,47,0.9825890719317396,0.0767397731951622,3,0.10339093208312988,408,8
tt,2,5,47,0.9999975141700713,0.0009169491598385277,7,0.17654657363891602,10440,24
poly,2,5,47,1.0,6.430804311694325e-15,6,0.02952885627746582,28,-1
tt,2,5,48,0.9999601373948233,0.002957358041949802,8,0.16026926040649414,348,4
tt,2,5,48,0.9999655748553417,0.0027482672009645423,8,0.16161680221557617,1368,8
tt,2,5,48,0.9999999439761158,0.00011086837337038158,12,0.22168707847595215,19080,24
poly,2,5,48,1.0,3.4845795965340703e-16,7,0.034429311752319336,36,-1
tt,2,5,49,0.9999648625529773,0.06504452326247186,3,0.10155749320983887,108,4
tt,2,5,49,0.9999797038095073,0.04943481328737937,3,0.10250091552734375,408,8
tt,2,5,49,0.9999996986822732,0.00602334826157028,7,0.17594575881958008,10440,24
poly,2,5,49,1.0,8.325790380713458e-15,6,0.029417991638183594,28,-1
tt,2,5,50,0.9999052433574517,0.06070133328832802,3,0.10188817977905273,108,4
tt,2,5,50,0.9998708222366628,0.07087405455372615,2,0.09018301963806152,216,8
tt,2,5,50,0.999999961961068,0.0012162071592692642,7,0.17578125,10440,24
poly,2,5,50,1.0,1.0457900166851904e-14,6,0.029354333877563477,28,-1
tt,2,5,51,0.9999047613683688,0.025687820658608546,7,0.15220403671264648,300,4
tt,2,5,51,0.9999159248039771,0.024135407251044832,7,0.15047454833984375,1176,8
tt,2,5,51,0.9999998247829905,0.0011018153508660876,9,0.20420002937316895,13896,24
poly,2,5,51,1.0,1.0421183992469994e-14,11,0.050972938537597656,78,-1
tt,2,6,42,0.9678721683369961,1.2413817991285845,1,0.07894182205200195,12,4
tt,2,6,42,0.9997776437223216,0.10327361119053734,3,0.10301828384399414,408,8
tt,2,6,42,0.9999997052379882,0.003760108888422213,8,0.19089126586914062,12168,24
poly,2,6,42,1.0,1.0772022778315196e-14,8,0.04037117958068848,45,-1
tt,2,6,43,0.9964354018565279,0.15598270142283238,3,0.1016378402709961,108,4
tt,2,6,43,0.9967619455186779,0.14866653694069434,3,0.10720491409301758,408,8
tt,2,6,43,0.9998504767595938,0.031946662918980656,3,0.11992597579956055,3528,24
poly,2,6,43,1.0,7.15769316816379e-15,6,0.0293271541595459,28,-1
tt,2,6,44,0.9996217386247703,0.16356830596920552,10,0.18133926391601562,444,4
tt,2,6,44,0.9998000980786905,0.11890815522079153,15,0.18351292610168457,2544,8
tt,2,6,44,0.9999930977529864,0.02209522385951205,14,0.2164597511291504,22536,24
poly,2,6,44,1.0,4.968355204095121e-15,8,0.04014897346496582,45,-1
tt,2,6,45,0.9999559009985012,0.10005474515690438,9,0.17041254043579102,396,4
tt,2,6,45,0.9999632317425415,0.09136078785291685,11,0.18996500968933105,1944,8
tt,2,6,45,0.9999999514733885,0.0033190461837482098,13,0.21576619148254395,20808,24
poly,2,6,45,1.0,1.2337945986212138e-14,6,0.029322385787963867,28,-1
tt,2,6,46,0.9924529202513285,0.08784056675042548,2,0.0903775691986084,60,4
tt,2,6,46,0.9985059277744246,0.039083320659293944,6,0.13797259330749512,984,8
tt,2,6,46,0.9999996590646923,0.000590393611432368,4,0.13431262969970703,5256,24
poly,2,6,46,1.0,7.969489895918942e-15,6,0.029573678970336914,28,-1
tt,2,6,47,0.9978704052387111,0.1033584398454623,5,0.1251978874206543,204,4
tt,2,6,47,0.9969320023728788,0.12405805558397733,5,0.1261446475982666,792,8
tt,2,6,47,0.9999982205255983,0.0029877436550040455,15,0.22329425811767578,22608,24
poly,2,6,47,1.0,8.038088303895507e-15,6,0.02955150604248047,28,-1
tt,2,6,48,0.9995876352431441,0.015843535041880824,2,0.0904850959777832,60,4
tt,2,6,48,0.9997018260403392,0.013472437410837595,9,0.17308282852172852,1560,8
tt,2,6,48,0.9999962264948619,0.0015155971892096278,15,0.21634531021118164,22608,24
poly,2,6,48,1.0,5.51815466814143e-16,6,0.029511213302612305,28,-1
tt,2,6,49,0.9994044531912085,0.1567843584938687,4,0.11320996284484863,156,4
tt,2,6,49,0.9997817718814141,0.09490741325887332,4,0.11565208435058594,600,8
tt,2,6,49,0.999999973425206,0.001047320817358365,8,0.19533133506774902,12168,24
poly,2,6,49,1.0,3.5075739019765356e-15,6,0.029233217239379883,28,-1
tt,2,6,50,0.989623451657877,0.4461982905392738,2,0.09102034568786621,60,4
tt,2,6,50,0.9896298909635572,0.44605982189911675,2,0.09075689315795898,216,8
tt,2,6,50,0.9999999277729134,0.0011772033623184115,13,0.21716094017028809,20808,24
poly,2,6,50,1.0,4.578392775635643e-15,8,0.04001164436340332,45,-1
tt,2,6,51,0.9996187434791641,0.1401773067298952,3,0.10222721099853516,108,4
tt,2,6,51,0.9996237654651743,0.13925102477485968,3,0.1026763916015625,408,8
tt,2,6,51,0.9999998545847406,0.0027376256577506227,9,0.20523548126220703,13896,24
poly,2,6,51,1.0,1.7770672400842783e-14,6,0.02935338020324707,28,-1
tt,2,7,42,0.9979561380858981,0.3318384648606308,4,0.1185457706451416,156,4
tt,2,7,42,0.9994055728933319,0.17895764372494224,3,0.10234403610229492,408,8
tt,2,7,42,0.9999993335945223,0.005991978262964229,15,0.21665644645690918,22608,24
poly,2,7,42,1.0,8.607779848895727e-15,8,0.04009437561035156,45,-1
tt,2,7,43,0.9995611132704566,0.2470478608151472,13,0.18250703811645508,588,4
tt,2,7,43,0.9991412289728798,0.3455759932575142,6,0.13849663734436035,984,8
tt,2,7,43,0.999992221183381,0.03288983082815262,14,0.21707487106323242,22536,24
poly,2,7,43,1.0,1.4045608710147661e-14,7,0.034389495849609375,36,-1
tt,2,7,44,0.9997887044654112,0.25377416903625744,3,0.10667753219604492,108,4
tt,2,7,44,0.9998282614680829,0.2287895204057635,4,0.11431360244750977,600,8
tt,2,7,44,0.9999990776148429,0.016767117499924173,11,0.21572232246398926,17352,24
poly,2,7,44,1.0,1.7206287870596168e-14,8,0.04012036323547363,45,-1
tt,2,7,45,0.9997464788899636,0.28230487893680983,5,0.12649917602539062,204,4
tt,2,7,45,0.9998736796583212,0.19927277372708957,12,0.1844472885131836,2136,8
tt,2,7,45,0.9999998510275807,0.00684327913941822,14,0.21732687950134277,22536,24
poly,2,7,45,1.0,6.646340655553325e-15,7,0.034414052963256836,36,-1
tt,2,7,46,0.9998555160532655,0.19226503047982485,6,0.14136958122253418,252,4
tt,2,7,46,0.9999176316571956,0.145167924325065,5,0.12557268142700195,792,8
tt,2,7,46,0.9999778284167296,0.07531627916853015,11,0.2165226936340332,17352,24
poly,2,7,46,1.0,1.0174044060228965e-14,7,0.0343174934387207,36,-1
tt,2,7,47,0.9978987799657125,0.18717661850944625,8,0.161407470703125,348,4
tt,2,7,47,0.992855762351067,0.3451387938077603,2,0.09209871292114258,216,8
tt,2,7,47,0.9999723613102889,0.02146715815027349,8,0.19131088256835938,12168,24
poly,2,7,47,1.0,1.9776205504263257e-14,7,0.034560203552246094,36,-1
tt,2,7,48,0.9976819116251288,0.30693783669101105,4,0.11847996711730957,156,4
tt,2,7,48,0.9975847608089585,0.3133036878744175,4,0.11501312255859375,600,8
tt,2,7,48,0.9999860525214754,0.023808568500390495,12,0.21660614013671875,19080,24
poly,2,7,48,1.0,1.837001466850931e-15,7,0.03452038764953613,36,-1
tt,2,7,49,0.9997727420440629,0.20162321315027115,3,0.1032111644744873,108,4
tt,2,7,49,0.999864099825638,0.15591610984703663,4,0.11454606056213379,600,8
tt,2,7,49,0.9999998878180932,0.004479632555824461,8,0.1913008689880371,12168,24
poly,2,7,49,1.0,1.4402738060414666e-14,7,0.034569740295410156,36,-1
tt,2,7,50,0.9999569270536781,0.08502945846437954,2,0.09050512313842773,60,4
tt,2,7,50,0.9999744110464963,0.06553803044827117,3,0.10659408569335938,408,8
tt,2,7,50,0.9999998302276834,0.005338270304830323,11,0.21587347984313965,17352,24
poly,2,7,50,1.0,1.2999121560396365e-14,8,0.04031634330749512,45,-1
tt,2,7,51,0.9996593763359926,0.3148204170300027,15,0.18130898475646973,648,4
tt,2,7,51,0.9999207660525883,0.15183822850391426,3,0.10359835624694824,408,8
tt,2,7,51,0.9999931434972845,0.04466597391158949,8,0.19129276275634766,12168,24
poly,2,7,51,1.0,1.5858773265862554e-14,8,0.040079593658447266,45,-1
tt,2,10,42,0.9997570278308925,0.16783595421636993,5,0.12510108947753906,204,4
tt,2,10,42,0.9975034928866967,0.5379886836315997,2,0.09511280059814453,216,8
tt,2,10,42,0.9999996396815307,0.006463235768367681,12,0.2178499698638916,19080,24
poly,2,10,42,1.0,1.0367899613182795e-14,10,0.05051565170288086,66,-1
tt,2,10,43,0.9885495408838108,1.0997714241161667,2,0.09080886840820312,60,4
tt,2,10,43,0.9984958727205394,0.3985963107512381,5,0.1267869472503662,792,8
tt,2,10,43,0.9999525502847197,0.07079584768169063,8,0.19057273864746094,12168,24
poly,2,10,43,1.0,3.627409465274621e-13,10,0.050649166107177734,66,-1
tt,2,10,44,0.998421379169691,0.8749296783208174,13,0.1843268871307373,588,4
tt,2,10,44,0.9966703248922308,1.2706769839743532,14,0.18945026397705078,2520,8
tt,2,10,44,0.9999669561080392,0.12658429599643645,7,0.1773359775543213,10440,24
poly,2,10,44,1.0,1.004587824943746e-13,11,0.05080151557922363,78,-1
tt,2,10,45,0.9997190717551016,0.40374089520987416,4,0.11407899856567383,156,4
tt,2,10,45,0.9992750972431003,0.6485521664255731,3,0.10386300086975098,408,8
tt,2,10,45,0.9999989404931531,0.024794589499409107,9,0.20490288734436035,13896,24
poly,2,10,45,1.0,2.7629915895973733e-14,10,0.05058169364929199,66,-1
tt,2,10,46,0.9987729684722647,0.3136152675574428,15,0.18346548080444336,648,4
tt,2,10,46,0.9986374361456296,0.33048196796592305,12,0.1927797794342041,2136,8
tt,2,10,46,0.9999748368907087,0.04491087206160876,4,0.13515901565551758,5256,24
poly,2,10,46,1.0,1.513464198366427e-14,10,0.05061960220336914,66,-1
tt,2,10,47,0.9962549873324568,0.29596477414179945,4,0.11452460289001465,156,4
tt,2,10,47,0.9973286026338959,0.2499669697220723,3,0.10285663604736328,408,8
tt,2,10,47,0.9999931733353028,0.012636234150999931,10,0.21598076820373535,15624,24
poly,2,10,47,1.0,2.1431960228532866e-14,10,0.05064558982849121,66,-1
tt,2,10,48,0.9884084500276935,1.4192927865587541,5,0.12493157386779785,204,4
tt,2,10,48,0.9873639232693173,1.4818606536422851,3,0.10256171226501465,408,8
tt,2,10,48,0.9998068444876049,0.18321237012668853,9,0.20942997932434082,13896,24
poly,2,10,48,1.0,1.893134854630259e-13,11,0.05056595802307129,78,-1
tt,2,10,49,0.9912721095334472,2.7283391938480284,2,0.09054827690124512,60,4
tt,2,10,49,0.9910809683692263,2.758052763718779,2,0.09156227111816406,216,8
tt,2,10,49,0.9999794476316478,0.13239593644925976,13,0.21583104133605957,20808,24
poly,2,10,49,1.0,7.436968562662096e-14,11,0.05080866813659668,78,-1
tt,2,10,50,0.997968618866349,0.3385794582106909,14,0.18395400047302246,636,4
tt,2,10,50,0.994051645749407,0.5793797483031243,4,0.11550617218017578,600,8
tt,2,10,50,0.9998996756999561,0.07524332306043381,4,0.1389150619506836,5256,24
poly,2,10,50,1.0,2.8479923308105413e-14,10,0.050501108169555664,66,-1
tt,2,10,51,0.9851482650082755,1.0631133508561226,3,0.10267210006713867,108,4
tt,2,10,51,0.9863306189519828,1.0199183407508305,3,0.10279655456542969,408,8
tt,2,10,51,0.9999778998059153,0.04100992928230569,11,0.21654915809631348,17352,24
poly,2,10,51,1.0,2.362902362777512e-12,13,0.05080008506774902,105,-1
tt,4,1,42,1.0,5.504611467521988e-11,1,0.07991266250610352,20,4
tt,4,1,42,1.0,2.754261050511339e-11,1,0.07975077629089355,40,8
tt,4,1,42,1.0,9.225046244704104e-12,1,0.1076815128326416,120,24
poly,4,1,42,1.0,1.2028178998399284e-15,1,0.023814916610717773,5,-1
tt,4,1,43,1.0,1.6668094089906326e-11,1,0.07930588722229004,20,4
tt,4,1,43,1.0,8.341651565021865e-12,1,0.08511233329772949,40,8
tt,4,1,43,1.0,2.7592011934557267e-12,1,0.10611677169799805,120,24
poly,4,1,43,1.0,5.778281562322775e-16,2,0.03306841850280762,15,-1
tt,4,1,44,1.0,2.749587495705914e-15,1,0.07925271987915039,20,4
tt,4,1,44,1.0,3.264890398278138e-16,3,0.10369443893432617,680,8
tt,4,1,44,1.0,1.4079453739514477e-16,2,0.12323188781738281,3000,24
poly,4,1,44,1.0,6.395855988050013e-21,5,0.0870356559753418,126,-1
tt,4,1,45,1.0,1.2131637259532663e-11,1,0.07924890518188477,20,4
tt,4,1,45,1.0,6.071514874330212e-12,1,0.07930326461791992,40,8
tt,4,1,45,1.0,2.0221757917682344e-12,1,0.10554027557373047,120,24
poly,4,1,45,1.0,4.2321200755661685e-16,1,0.023137331008911133,5,-1
tt,4,1,46,1.0,7.534319066411461e-10,2,0.0910334587097168,100,4
tt,4,1,46,1.0,5.215120044327442e-10,1,0.08383655548095703,40,8
tt,4,1,46,1.0,1.201625014340936e-10,2,0.12145209312438965,3000,24
poly,4,1,46,1.0,2.4407944518596974e-14,1,0.023340463638305664,5,-1
tt,4,1,47,1.0,2.362143787617581e-10,1,0.07854175567626953,20,4
tt,4,1,47,1.0,1.1779172549117553e-10,1,0.08037996292114258,40,8
